file,datasource,HP,adapter_mode,timercd_mode,AUC-PR
001_NAB_id_1_Facility_tr_1007_1st_2014.csv,NAB,"{""fusion"": [""add""], ""norm"": [""zscore""], ""w_adapter"": [0.2], ""w_rcd"": [0.8], ""win_size"": [512]}",train,model_suffix_prefix_zero,0.13409912488648518
